human_centred_index,role__ai_dependency_current,role__domain_specific_knowledge_level,automation_risk_score,job_growth_rate
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.7674062288851312,0.1706699686564105,0.0659870553496767,0.8501642883772289,0.0127000080554401
0.5530082787311915,0.1795165075162327,0.9966674340308048,0.0133934479003973,0.1227856070618574
0.8180608166472831,0.7414865683864966,0.4443493954498305,0.1513720326592854,-0.0561661431289313
0.735758725406197,0.673063037000786,0.3880906122004079,0.0354502369518792,0.1361520491654079
,,,,
,,,,
,,,,
,,,,
,,,,
0.41456978532677397,0.1658126215140168,0.66607451906959,0.1054488680848839,0.1119604493632757
,,,,
0.5268983112620029,0.9366221359880098,0.4647972263015141,0.0240097351583613,0.1249047980458959
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.615637578094049,0.8569693844404478,0.4204480035317703,0.9167759658120744,-0.0396690557992973
,,,,
,,,,
,,,,
0.6879134313209201,0.9887344320525132,0.633194314340851,0.1661437045948059,-0.0858544602561872
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.2690619994306863,0.2780237695854979,0.780601967722306,0.4078023974152605,0.1183231663000786
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.5183365272702531,0.4636492405098508,0.3141186484150606,0.187807565341498,0.0393579284322481
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.3566779428117953,0.0450877551531569,0.6938022718023258,0.7105396227289024,-0.0899425559934771
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.5340248455058673,0.8093932512183493,0.8471913858709184,0.8580401662109294,-0.0880974656107354
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.5360421600313547,0.4037674970121717,0.2859201683065239,0.5079837278591283,0.089967110963735
,,,,
,,,,
,,,,
,,,,
0.30402944247371133,0.2343766544684521,0.8048250767034809,0.4352278756905461,-0.0895216024105587
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.5671655017286729,0.8814586175847963,0.3562270954141472,0.6420250716499077,0.1375058549193971
0.2690619994306863,0.2780237695854979,0.780601967722306,0.4078023974152605,0.1183231663000786
0.23971698422437251,0.8293854414699549,0.6821218985298259,0.1312594292084127,-0.0291127637083939
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
